trip_id,arrival_time,departure_time,stop_id,stop_sequence,timepoint
63_4_5029_0_07:50,07:52:00,07:52:00,17126,2,0
63_4_5029_0_07:50,07:56:00,07:56:00,16821,3,0
63_4_5029_0_07:50,07:56:00,07:56:00,16995,4,1
63_4_5029_0_06:40,06:40:00,06:40:00,16842,1,1
63_4_5029_0_06:40,06:45:00,06:45:00,16978,2,0
63_4_5029_0_06:40,06:50:00,06:50:00,16979,3,0
63_4_5029_0_06:40,06:57:00,06:57:00,16980,4,0
63_4_5029_0_06:40,07:04:00,07:04:00,16979,5,0
63_4_5029_0_06:40,07:10:00,07:10:00,16841,6,0
63_4_5029_0_06:40,07:14:00,07:14:00,17231,7,0
63_4_5029_0_06:40,07:20:00,07:20:00,16840,8,0
63_4_5029_0_06:40,07:21:00,07:21:00,17232,9,0
63_4_5029_0_06:40,07:23:00,07:23:00,16984,10,0
63_4_5029_0_06:40,07:27:00,07:27:00,16989,11,0
63_4_5029_0_06:40,07:31:00,07:31:00,16990,12,0
63_4_5029_0_06:40,07:36:00,07:36:00,17123,13,0
63_4_5029_0_06:40,07:41:00,07:41:00,17124,14,0
63_4_5029_0_06:40,07:45:00,07:45:00,17125,15,0
63_4_5029_0_06:40,07:49:00,07:49:00,16991,16,0
63_4_5029_0_06:40,07:53:00,07:53:00,16992,17,0
63_4_5029_0_06:40,07:58:00,07:58:00,16993,18,0
63_4_5029_0_06:40,08:01:00,08:01:00,16994,19,0
63_4_5029_0_06:40,08:01:00,08:01:00,17267,20,0
63_4_5029_0_06:40,08:01:00,08:01:00,17126,21,0
63_4_5029_0_06:40,08:11:00,08:11:00,16821,22,0
63_4_5029_0_06:40,08:11:00,08:11:00,16995,23,1
63_4_5029_0_07:00,07:00:00,07:00:00,16842,1,1
63_4_5029_0_07:00,07:05:00,07:05:00,16978,2,0
63_4_5029_0_07:00,07:10:00,07:10:00,16979,3,0
63_4_5029_0_07:00,07:17:00,07:17:00,16980,4,0
63_4_5029_0_07:00,07:24:00,07:24:00,16979,5,0
63_4_5029_0_07:00,07:30:00,07:30:00,16841,6,0
63_4_5029_0_07:00,07:34:00,07:34:00,17231,7,0
63_4_5029_0_07:00,07:40:00,07:40:00,16840,8,0
63_4_5029_0_07:00,07:41:00,07:41:00,17232,9,0
63_4_5029_0_07:00,07:43:00,07:43:00,16984,10,0
63_4_5029_0_07:00,07:47:00,07:47:00,16989,11,0
63_4_5029_0_07:00,07:51:00,07:51:00,16990,12,0
63_4_5029_0_07:00,07:56:00,07:56:00,17123,13,0
63_4_5029_0_07:00,08:01:00,08:01:00,17124,14,0
63_4_5029_0_07:00,08:05:00,08:05:00,17125,15,0
63_4_5029_0_07:00,08:09:00,08:09:00,16991,16,0
63_4_5029_0_07:00,08:13:00,08:13:00,16992,17,0
63_4_5029_0_07:00,08:18:00,08:18:00,16993,18,0
63_4_5029_0_07:00,08:21:00,08:21:00,16994,19,0
63_4_5029_0_07:00,08:23:00,08:23:00,17267,20,0
63_4_5029_0_07:00,08:25:00,08:25:00,17127,21,0
63_4_5029_0_07:00,08:27:00,08:27:00,17126,22,0
63_4_5029_0_07:00,08:31:00,08:31:00,16821,23,0
63_4_5029_0_07:00,08:31:00,08:31:00,16995,24,1
63_4_5029_0_08:00,08:00:00,08:00:00,16980,1,1
63_4_5029_0_08:00,08:07:00,08:07:00,16979,2,0
63_4_5029_0_08:00,08:13:00,08:13:00,16841,3,0
63_4_5029_0_08:00,08:17:00,08:17:00,17231,4,0
63_4_5029_0_08:00,08:45:00,08:45:00,16840,5,0
63_4_5029_0_08:00,08:46:00,08:46:00,17232,6,0
63_4_5029_0_08:00,08:48:00,08:48:00,16984,7,0
63_4_5029_0_08:00,08:52:00,08:52:00,16989,8,0
63_4_5029_0_08:00,08:56:00,08:56:00,16990,9,0
63_4_5029_0_08:00,09:01:00,09:01:00,17123,10,0
63_4_5029_0_08:00,09:01:00,09:01:00,17125,11,0
63_4_5029_0_08:00,09:04:00,09:04:00,16991,12,0
63_4_5029_0_08:00,09:07:00,09:07:00,16992,13,0
63_4_5029_0_08:00,09:12:00,09:12:00,16993,14,0
63_4_5029_0_08:00,09:15:00,09:15:00,16994,15,0
63_4_5029_0_08:00,09:17:00,09:17:00,17267,16,0
63_4_5029_0_08:00,09:19:00,09:19:00,17127,17,0
63_4_5029_0_08:00,09:21:00,09:21:00,17126,18,0
63_4_5029_0_08:00,09:25:00,09:25:00,16821,19,0
63_4_5029_0_08:00,09:25:00,09:25:00,16995,20,1
63_4_5029_0_13:50,13:50:00,13:50:00,16992,1,1
63_4_5029_0_13:50,13:55:00,13:55:00,16993,2,0
63_4_5029_0_13:50,13:58:00,13:58:00,16994,3,0
63_4_5029_0_13:50,14:00:00,14:00:00,17267,4,0
63_4_5029_0_13:50,14:02:00,14:02:00,17127,5,0
63_4_5029_0_13:50,14:04:00,14:04:00,17126,6,0
63_4_5029_0_13:50,14:08:00,14:08:00,16821,7,0
63_4_5029_0_13:50,14:08:00,14:08:00,16995,8,1
63_4_5029_0_14:40,14:40:00,14:40:00,16840,1,1
63_4_5029_0_14:40,14:41:00,14:41:00,17232,2,0
63_4_5029_0_14:40,14:43:00,14:43:00,16984,3,0
63_4_5029_0_14:40,14:47:00,14:47:00,16989,4,0
63_4_5029_0_14:40,14:51:00,14:51:00,16990,5,0
63_4_5029_0_14:40,14:56:00,14:56:00,17123,6,0
63_4_5029_0_14:40,15:01:00,15:01:00,17124,7,0
63_4_5029_0_14:40,15:05:00,15:05:00,17125,8,0
63_4_5029_0_14:40,15:09:00,15:09:00,16991,9,0
63_4_5029_0_14:40,15:13:00,15:13:00,16992,10,0
63_4_5029_0_14:40,15:18:00,15:18:00,16993,11,0
63_4_5029_0_14:40,15:21:00,15:21:00,16994,12,0
63_4_5029_0_14:40,15:23:00,15:23:00,17267,13,0
63_4_5029_0_14:40,15:25:00,15:25:00,17127,14,0
63_4_5029_0_14:40,15:27:00,15:27:00,17126,15,0
63_4_5029_0_14:40,15:31:00,15:31:00,16821,16,0
63_4_5029_0_14:40,15:31:00,15:31:00,16995,17,1
63_4_5029_0_14:55,14:55:00,14:55:00,16980,1,1
63_4_5029_0_14:55,14:57:00,14:57:00,16979,2,0
63_4_5029_0_14:55,15:03:00,15:03:00,16841,3,0
63_4_5029_0_14:55,15:06:00,15:06:00,17231,4,0
63_4_5029_0_14:55,15:08:00,15:08:00,16840,5,1
63_4_5029_0_18:00,18:00:00,18:00:00,16840,1,1
63_4_5029_0_18:00,18:01:00,18:01:00,17232,2,0
63_4_5029_0_18:00,18:03:00,18:03:00,16984,3,0
63_4_5029_0_18:00,18:07:00,18:07:00,16989,4,0
63_4_5029_0_18:00,18:11:00,18:11:00,16990,5,0
63_4_5029_0_18:00,18:16:00,18:16:00,17123,6,0
63_4_5029_0_18:00,18:21:00,18:21:00,17124,7,0
63_4_5029_0_18:00,18:25:00,18:25:00,17125,8,0
63_4_5029_0_18:00,18:29:00,18:29:00,16991,9,0
63_4_5029_0_18:00,18:33:00,18:33:00,16992,10,0
63_4_5029_0_18:00,18:38:00,18:38:00,16993,11,0
63_4_5029_0_18:00,18:41:00,18:41:00,16994,12,0
63_4_5029_0_18:00,18:43:00,18:43:00,17267,13,0
63_4_5029_0_18:00,18:45:00,18:45:00,17127,14,0
63_4_5029_0_18:00,18:47:00,18:47:00,17126,15,0
63_4_5029_0_18:00,18:51:00,18:51:00,16821,16,0
63_4_5029_0_18:00,18:51:00,18:51:00,16995,17,1
63_4_5029_0_17:57,17:57:00,17:57:00,16980,1,1
63_4_5029_0_17:57,17:59:00,17:59:00,16979,2,0
63_4_5029_0_17:57,18:05:00,18:05:00,16841,3,0
63_4_5029_0_17:57,18:08:00,18:08:00,17231,4,0
63_4_5029_0_17:57,18:10:00,18:10:00,16840,5,1
63_4_5029_1_07:35,07:35:00,07:35:00,16840,1,1
63_4_5029_1_07:35,07:40:00,07:40:00,17231,2,0
63_4_5029_1_07:35,07:44:00,07:44:00,16841,3,0
63_4_5029_1_07:35,07:52:00,07:52:00,16979,4,0
63_4_5029_1_07:35,07:57:00,07:57:00,16980,5,1
63_4_5029_1_07:30,07:30:00,07:30:00,16995,1,1
63_4_5029_1_07:30,07:30:00,07:30:00,16821,2,0
63_4_5029_1_07:30,07:32:00,07:32:00,17126,3,0
63_4_5029_1_07:30,07:36:00,07:36:00,17127,4,0
63_4_5029_1_07:30,07:36:00,07:36:00,17267,5,0
63_4_5029_1_07:30,07:40:00,07:40:00,16994,6,0
63_4_5029_1_07:30,07:43:00,07:43:00,16993,7,0
63_4_5029_1_07:30,07:48:00,07:48:00,16992,8,0
63_4_5029_1_07:30,07:52:00,07:52:00,16991,9,0
63_4_5029_1_07:30,07:56:00,07:56:00,17125,10,0
63_4_5029_1_07:30,08:00:00,08:00:00,17124,11,0
63_4_5029_1_07:30,08:05:00,08:05:00,17123,12,0
63_4_5029_1_07:30,08:10:00,08:10:00,16990,13,0
63_4_5029_1_07:30,08:13:00,08:13:00,16989,14,0
63_4_5029_1_07:30,08:16:00,08:16:00,16984,15,0
63_4_5029_1_07:30,08:18:00,08:18:00,17232,16,0
63_4_5029_1_07:30,08:21:00,08:21:00,16840,17,1
63_4_5029_1_13:30,13:30:00,13:30:00,16821,1,1
63_4_5029_1_13:30,13:33:00,13:33:00,17126,2,0
63_4_5029_1_13:30,13:36:00,13:36:00,17127,3,0
63_4_5029_1_13:30,13:37:00,13:37:00,17267,4,0
63_4_5029_1_13:30,13:40:00,13:40:00,16994,5,0
63_4_5029_1_13:30,13:43:00,13:43:00,16993,6,0
63_4_5029_1_13:30,13:48:00,13:48:00,16992,7,1
63_4_5029_1_14:30,14:30:00,14:30:00,16840,1,1
63_4_5029_1_14:30,14:36:00,14:36:00,17231,2,0
63_4_5029_1_14:30,14:39:00,14:39:00,16841,3,0
63_4_5029_1_14:30,14:48:00,14:48:00,16979,4,0
63_4_5029_1_14:30,14:52:00,14:52:00,16980,5,1
63_4_5029_1_13:40,13:40:00,13:40:00,16995,1,1
63_4_5029_1_13:40,13:40:00,13:40:00,16821,2,0
63_4_5029_1_13:40,13:43:00,13:43:00,17126,3,0
63_4_5029_1_13:40,13:46:00,13:46:00,17127,4,0
63_4_5029_1_13:40,13:47:00,13:47:00,17267,5,0
63_4_5029_1_13:40,13:50:00,13:50:00,16994,6,0
63_4_5029_1_13:40,13:53:00,13:53:00,16993,7,0
63_4_5029_1_13:40,13:58:00,13:58:00,16992,8,0
63_4_5029_1_13:40,14:02:00,14:02:00,16991,9,0
63_4_5029_1_13:40,14:06:00,14:06:00,17125,10,0
63_4_5029_1_13:40,14:10:00,14:10:00,17124,11,0
63_4_5029_1_13:40,14:15:00,14:15:00,17123,12,0
63_4_5029_1_13:40,14:20:00,14:20:00,16990,13,0
63_4_5029_1_13:40,14:23:00,14:23:00,16989,14,0
63_4_5029_1_13:40,14:26:00,14:26:00,16984,15,0
63_4_5029_1_13:40,14:28:00,14:28:00,17232,16,0
63_4_5029_1_13:40,14:31:00,14:31:00,16840,17,1
63_4_5029_1_17:35,17:35:00,17:35:00,16840,1,1
63_4_5029_1_17:35,17:40:00,17:40:00,17231,2,0
63_4_5029_1_17:35,17:44:00,17:44:00,16841,3,0
63_4_5029_1_17:35,17:52:00,17:52:00,16979,4,0
63_4_5029_1_17:35,17:57:00,17:57:00,16980,5,1
63_4_5029_1_17:20,17:20:00,17:20:00,16995,1,1
63_4_5029_1_17:20,17:20:00,17:20:00,16821,2,0
63_4_5029_1_17:20,17:22:00,17:22:00,17126,3,0
63_4_5029_1_17:20,17:26:00,17:26:00,17127,4,0
63_4_5029_1_17:20,17:27:00,17:27:00,17267,5,0
63_4_5029_1_17:20,17:30:00,17:30:00,16994,6,0
63_4_5029_1_17:20,17:33:00,17:33:00,16993,7,0
63_4_5029_1_17:20,17:38:00,17:38:00,16992,8,0
63_4_5029_1_17:20,17:40:00,17:40:00,16991,9,0
63_4_5029_1_17:20,17:48:00,17:48:00,16990,10,0
63_4_5029_1_17:20,17:50:00,17:50:00,16989,11,0
63_4_5029_1_17:20,17:52:00,17:52:00,16984,12,0
63_4_5029_1_17:20,17:54:00,17:54:00,17232,13,0
63_4_5029_1_17:20,18:00:00,18:00:00,16840,14,1
63_4_5029_1_17:35,17:35:00,17:35:00,16821,1,1
63_4_5029_1_17:35,17:38:00,17:38:00,17126,2,0
63_4_5029_1_17:35,17:41:00,17:41:00,17127,3,0
63_4_5029_1_17:35,17:42:00,17:42:00,17267,4,0
63_4_5029_1_17:35,17:45:00,17:45:00,16994,5,0
63_4_5029_1_17:35,17:48:00,17:48:00,16993,6,0
63_4_5029_1_17:35,17:53:00,17:53:00,16992,7,0
63_4_5029_1_17:35,17:57:00,17:57:00,16991,8,0
63_4_5029_1_17:35,18:01:00,18:01:00,17125,9,0
63_4_5029_1_17:35,18:05:00,18:05:00,17124,10,0
63_4_5029_1_17:35,18:10:00,18:10:00,17123,11,0
63_4_5029_1_17:35,18:15:00,18:15:00,16990,12,0
63_4_5029_1_17:35,18:18:00,18:18:00,16989,13,0
63_4_5029_1_17:35,18:21:00,18:21:00,16984,14,0
63_4_5029_1_17:35,18:23:00,18:23:00,17232,15,0
63_4_5029_1_17:35,18:30:00,18:30:00,16840,16,0
63_4_5029_1_17:35,18:34:00,18:34:00,17231,17,0
63_4_5029_1_17:35,18:39:00,18:39:00,16841,18,0
63_4_5029_1_17:35,18:46:00,18:46:00,16979,19,0
63_4_5029_1_17:35,18:52:00,18:52:00,16980,20,0
63_4_5029_1_17:35,18:58:00,18:58:00,16979,21,0
63_4_5029_1_17:35,19:04:00,19:04:00,16978,22,0
63_4_5029_1_17:35,19:09:00,19:09:00,16842,23,1
63_4_5029_1_18:00,18:00:00,18:00:00,16995,1,1
63_4_5029_1_18:00,18:00:00,18:00:00,16821,2,0
63_4_5029_1_18:00,18:03:00,18:03:00,17126,3,0
63_4_5029_1_18:00,18:06:00,18:06:00,17127,4,0
63_4_5029_1_18:00,18:07:00,18:07:00,17267,5,0
63_4_5029_1_18:00,18:10:00,18:10:00,16994,6,0
63_4_5029_1_18:00,18:13:00,18:13:00,16993,7,0
63_4_5029_1_18:00,18:18:00,18:18:00,16992,8,0
63_4_5029_1_18:00,18:22:00,18:22:00,16991,9,0
63_4_5029_1_18:00,18:26:00,18:26:00,17125,10,0
63_4_5029_1_18:00,18:30:00,18:30:00,17124,11,0
63_4_5029_1_18:00,18:35:00,18:35:00,17123,12,0
63_4_5029_1_18:00,18:40:00,18:40:00,16990,13,0
63_4_5029_1_18:00,18:43:00,18:43:00,16989,14,0
63_4_5029_1_18:00,18:46:00,18:46:00,16984,15,0
63_4_5029_1_18:00,18:48:00,18:48:00,17232,16,0
63_4_5029_1_18:00,18:51:00,18:51:00,16840,17,0
63_4_5029_1_18:00,18:55:00,18:55:00,17231,18,0
63_4_5029_1_18:00,19:00:00,19:00:00,16841,19,0
63_4_5029_1_18:00,19:07:00,19:07:00,16979,20,0
63_4_5029_1_18:00,19:13:00,19:13:00,16980,21,0
63_4_5029_1_18:00,19:19:00,19:19:00,16979,22,0
63_4_5029_1_18:00,19:25:00,19:25:00,16978,23,0
63_4_5029_1_18:00,19:30:00,19:30:00,16842,24,1
63_4_5035_0_13:50,13:50:00,13:50:00,16838,1,1
63_4_5035_0_13:50,13:51:00,13:51:00,17202,2,0
63_4_5035_0_13:50,13:52:00,13:52:00,17203,3,0
63_4_5035_0_13:50,13:54:00,13:54:00,17204,4,0
63_4_5035_0_13:50,13:56:00,13:56:00,17078,5,0
63_4_5035_0_13:50,13:58:00,13:58:00,17205,6,0
63_4_5035_0_13:50,14:00:00,14:00:00,17206,7,0
63_4_5035_0_13:50,14:02:00,14:02:00,16874,8,0
63_4_5035_0_13:50,14:03:00,14:03:00,16987,9,0
63_4_5035_0_13:50,14:09:00,14:09:00,17230,10,0
63_4_5035_0_13:50,14:12:00,14:12:00,16855,11,0
63_4_5035_0_13:50,14:19:00,14:19:00,16988,12,0
63_4_5035_0_13:50,14:25:00,14:25:00,16841,13,0
63_4_5035_0_13:50,14:30:00,14:30:00,17231,14,0
63_4_5035_0_13:50,14:34:00,14:34:00,16840,15,1
63_4_5035_0_13:50,13:50:00,13:50:00,16838,1,1
63_4_5035_0_13:50,13:51:00,13:51:00,17202,2,0
63_4_5035_0_13:50,13:52:00,13:52:00,17203,3,0
63_4_5035_0_13:50,13:54:00,13:54:00,17204,4,0
63_4_5035_0_13:50,13:56:00,13:56:00,17078,5,0
63_4_5035_0_13:50,13:57:00,13:57:00,17205,6,0
63_4_5035_0_13:50,13:57:00,13:57:00,17206,7,0
63_4_5035_0_13:50,13:58:00,13:58:00,16874,8,0
63_4_5035_0_13:50,13:59:00,13:59:00,16987,9,1
63_4_5035_0_17:45,17:45:00,17:45:00,16838,1,1
63_4_5035_0_17:45,17:46:00,17:46:00,17202,2,0
63_4_5035_0_17:45,17:47:00,17:47:00,17203,3,0
63_4_5035_0_17:45,17:49:00,17:49:00,17204,4,0
63_4_5035_0_17:45,17:51:00,17:51:00,17078,5,0
63_4_5035_0_17:45,17:53:00,17:53:00,17205,6,0
63_4_5035_0_17:45,17:55:00,17:55:00,17206,7,0
63_4_5035_0_17:45,17:57:00,17:57:00,16874,8,0
63_4_5035_0_17:45,17:58:00,17:58:00,16987,9,0
63_4_5035_0_17:45,18:04:00,18:04:00,17230,10,0
63_4_5035_0_17:45,18:07:00,18:07:00,16855,11,0
63_4_5035_0_17:45,18:14:00,18:14:00,16988,12,0
63_4_5035_0_17:45,18:20:00,18:20:00,16841,13,0
63_4_5035_0_17:45,18:25:00,18:25:00,17231,14,0
63_4_5035_0_17:45,18:29:00,18:29:00,16840,15,1
63_4_5035_0_17:45,17:45:00,17:45:00,16838,1,1
63_4_5035_0_17:45,17:46:00,17:46:00,17202,2,0
63_4_5035_0_17:45,17:47:00,17:47:00,17203,3,0
63_4_5035_0_17:45,17:49:00,17:49:00,17204,4,0
63_4_5035_0_17:45,17:51:00,17:51:00,17078,5,0
63_4_5035_0_17:45,17:53:00,17:53:00,17205,6,0
63_4_5035_0_17:45,17:55:00,17:55:00,17206,7,0
63_4_5035_0_17:45,17:57:00,17:57:00,16874,8,0
63_4_5035_0_17:45,17:58:00,17:58:00,16987,9,0
63_4_5035_0_17:45,18:04:00,18:04:00,17230,10,0
63_4_5035_0_17:45,18:07:00,18:07:00,16855,11,1
63_4_5035_1_12:35,12:35:00,12:35:00,16987,1,1
63_4_5035_1_12:35,12:36:00,12:36:00,16874,2,0
63_4_5035_1_12:35,12:37:00,12:37:00,17206,3,0
63_4_5035_1_12:35,12:37:00,12:37:00,17205,4,0
63_4_5035_1_12:35,12:38:00,12:38:00,17078,5,0
63_4_5035_1_12:35,12:40:00,12:40:00,17204,6,0
63_4_5035_1_12:35,12:42:00,12:42:00,17203,7,0
63_4_5035_1_12:35,12:43:00,12:43:00,17202,8,0
63_4_5035_1_12:35,12:44:00,12:44:00,16838,9,1
63_4_5035_1_14:00,14:00:00,14:00:00,16987,1,1
63_4_5035_1_14:00,14:01:00,14:01:00,16874,2,0
63_4_5035_1_14:00,14:02:00,14:02:00,17206,3,0
63_4_5035_1_14:00,14:02:00,14:02:00,17205,4,0
63_4_5035_1_14:00,14:03:00,14:03:00,17078,5,0
63_4_5035_1_14:00,14:05:00,14:05:00,17204,6,0
63_4_5035_1_14:00,14:07:00,14:07:00,17203,7,0
63_4_5035_1_14:00,14:08:00,14:08:00,17202,8,0
63_4_5035_1_14:00,14:09:00,14:09:00,16838,9,1
63_4_5035_1_14:00,14:00:00,14:00:00,16987,1,1
63_4_5035_1_14:00,14:01:00,14:01:00,16874,2,0
63_4_5035_1_14:00,14:02:00,14:02:00,17206,3,0
63_4_5035_1_14:00,14:02:00,14:02:00,17205,4,0
63_4_5035_1_14:00,14:03:00,14:03:00,17078,5,0
63_4_5035_1_14:00,14:05:00,14:05:00,17204,6,0
63_4_5035_1_14:00,14:07:00,14:07:00,17203,7,0
63_4_5035_1_14:00,14:08:00,14:08:00,17202,8,0
63_4_5035_1_14:00,14:09:00,14:09:00,16838,9,1
63_4_5035_0_13:50,13:50:00,13:50:00,16838,1,1
63_4_5035_0_13:50,13:51:00,13:51:00,17202,2,0
63_4_5035_0_13:50,13:52:00,13:52:00,17203,3,0
63_4_5035_0_13:50,13:54:00,13:54:00,17204,4,0
63_4_5035_0_13:50,13:56:00,13:56:00,17078,5,0
63_4_5035_0_13:50,13:58:00,13:58:00,17205,6,0
63_4_5035_0_13:50,14:00:00,14:00:00,17206,7,0
63_4_5035_0_13:50,14:02:00,14:02:00,16874,8,0
63_4_5035_0_13:50,14:03:00,14:03:00,16987,9,0
63_4_5035_0_13:50,14:09:00,14:09:00,17230,10,0
63_4_5035_0_13:50,14:12:00,14:12:00,16855,11,0
63_4_5035_0_13:50,14:19:00,14:19:00,16988,12,0
63_4_5035_0_13:50,14:25:00,14:25:00,16841,13,0
63_4_5035_0_13:50,14:30:00,14:30:00,17231,14,0
63_4_5035_0_13:50,14:34:00,14:34:00,16840,15,1
63_4_5035_0_13:50,13:50:00,13:50:00,16838,1,1
63_4_5035_0_13:50,13:51:00,13:51:00,17202,2,0
63_4_5035_0_13:50,13:52:00,13:52:00,17203,3,0
63_4_5035_0_13:50,13:54:00,13:54:00,17204,4,0
63_4_5035_0_13:50,13:56:00,13:56:00,17078,5,0
63_4_5035_0_13:50,13:57:00,13:57:00,17205,6,0
63_4_5035_0_13:50,13:57:00,13:57:00,17206,7,0
63_4_5035_0_13:50,13:58:00,13:58:00,16874,8,0
63_4_5035_0_13:50,13:59:00,13:59:00,16987,9,0
63_4_5035_0_13:50,14:04:00,14:04:00,16874,10,0
63_4_5035_0_13:50,14:10:00,14:10:00,16854,11,0
63_4_5035_0_13:50,14:18:00,14:18:00,17230,12,0
63_4_5035_0_13:50,14:20:00,14:20:00,16855,13,0
63_4_5035_0_13:50,14:30:00,14:30:00,16988,14,0
63_4_5035_0_13:50,14:32:00,14:32:00,16841,15,0
63_4_5035_0_13:50,14:41:00,14:41:00,17231,16,0
63_4_5035_0_13:50,14:45:00,14:45:00,16840,17,1
63_4_5035_0_17:45,17:45:00,17:45:00,16838,1,1
63_4_5035_0_17:45,17:46:00,17:46:00,17202,2,0
63_4_5035_0_17:45,17:47:00,17:47:00,17203,3,0
63_4_5035_0_17:45,17:49:00,17:49:00,17204,4,0
63_4_5035_0_17:45,17:51:00,17:51:00,17078,5,0
63_4_5035_0_17:45,17:53:00,17:53:00,17205,6,0
63_4_5035_0_17:45,17:55:00,17:55:00,17206,7,0
63_4_5035_0_17:45,17:57:00,17:57:00,16874,8,0
63_4_5035_0_17:45,17:58:00,17:58:00,16987,9,0
63_4_5035_0_17:45,18:04:00,18:04:00,17230,10,0
63_4_5035_0_17:45,18:07:00,18:07:00,16855,11,0
63_4_5035_0_17:45,18:14:00,18:14:00,16988,12,0
63_4_5035_0_17:45,18:20:00,18:20:00,16841,13,0
63_4_5035_0_17:45,18:25:00,18:25:00,17231,14,0
63_4_5035_0_17:45,18:29:00,18:29:00,16840,15,1
63_4_5035_0_17:45,17:45:00,17:45:00,16838,1,1
63_4_5035_0_17:45,17:46:00,17:46:00,17202,2,0
63_4_5035_0_17:45,17:47:00,17:47:00,17203,3,0
63_4_5035_0_17:45,17:49:00,17:49:00,17204,4,0
63_4_5035_0_17:45,17:51:00,17:51:00,17078,5,0
63_4_5035_0_17:45,17:53:00,17:53:00,17205,6,0
63_4_5035_0_17:45,17:55:00,17:55:00,17206,7,0
63_4_5035_0_17:45,17:57:00,17:57:00,16874,8,0
63_4_5035_0_17:45,17:58:00,17:58:00,16987,9,0
63_4_5035_0_17:45,18:04:00,18:04:00,17230,10,0
63_4_5035_0_17:45,18:07:00,18:07:00,16855,11,1
63_4_5035_1_08:30,08:30:00,08:30:00,16840,1,1
63_4_5035_1_08:30,08:31:00,08:31:00,17231,2,0
63_4_5035_1_08:30,08:43:00,08:43:00,16841,3,0
63_4_5035_1_08:30,08:46:00,08:46:00,16988,4,0
63_4_5035_1_08:30,08:55:00,08:55:00,16855,5,0
63_4_5035_1_08:30,08:56:00,08:56:00,17230,6,0
63_4_5035_1_08:30,09:05:00,09:05:00,16854,7,0
63_4_5035_1_08:30,09:15:00,09:15:00,16874,8,0
63_4_5035_1_08:30,09:16:00,09:16:00,16987,9,0
63_4_5035_1_08:30,09:17:00,09:17:00,16874,10,0
63_4_5035_1_08:30,09:18:00,09:18:00,17206,11,0
63_4_5035_1_08:30,09:18:00,09:18:00,17205,12,0
63_4_5035_1_08:30,09:19:00,09:19:00,17078,13,0
63_4_5035_1_08:30,09:21:00,09:21:00,17204,14,0
63_4_5035_1_08:30,09:23:00,09:23:00,17203,15,0
63_4_5035_1_08:30,09:24:00,09:24:00,17202,16,0
63_4_5035_1_08:30,09:25:00,09:25:00,16838,17,1
63_4_5035_1_08:30,08:30:00,08:30:00,16840,1,1
63_4_5035_1_08:30,08:31:00,08:31:00,17231,2,0
63_4_5035_1_08:30,08:43:00,08:43:00,16841,3,0
63_4_5035_1_08:30,08:46:00,08:46:00,16988,4,0
63_4_5035_1_08:30,08:55:00,08:55:00,16855,5,0
63_4_5035_1_08:30,08:56:00,08:56:00,17230,6,0
63_4_5035_1_08:30,09:05:00,09:05:00,16854,7,0
63_4_5035_1_08:30,09:15:00,09:15:00,16874,8,0
63_4_5035_1_08:30,09:16:00,09:16:00,16987,9,0
63_4_5035_1_08:30,09:17:00,09:17:00,16874,10,0
63_4_5035_1_08:30,09:18:00,09:18:00,17206,11,0
63_4_5035_1_08:30,09:18:00,09:18:00,17205,12,0
63_4_5035_1_08:30,09:19:00,09:19:00,17078,13,0
63_4_5035_1_08:30,09:21:00,09:21:00,17204,14,0
63_4_5035_1_08:30,09:23:00,09:23:00,17203,15,0
63_4_5035_1_08:30,09:24:00,09:24:00,17202,16,0
63_4_5035_1_08:30,09:25:00,09:25:00,16838,17,1
63_4_5035_1_11:50,11:50:00,11:50:00,16840,1,1
63_4_5035_1_11:50,11:51:00,11:51:00,17231,2,0
63_4_5035_1_11:50,12:03:00,12:03:00,16841,3,0
63_4_5035_1_11:50,12:06:00,12:06:00,16988,4,0
63_4_5035_1_11:50,12:15:00,12:15:00,16855,5,0
63_4_5035_1_11:50,12:16:00,12:16:00,17230,6,0
63_4_5035_1_11:50,12:25:00,12:25:00,16854,7,0
63_4_5035_1_11:50,12:35:00,12:35:00,16874,8,0
63_4_5035_1_11:50,12:36:00,12:36:00,16987,9,0
63_4_5035_1_11:50,12:37:00,12:37:00,16874,10,0
63_4_5035_1_11:50,12:38:00,12:38:00,17206,11,0
63_4_5035_1_11:50,12:38:00,12:38:00,17205,12,0
63_4_5035_1_11:50,12:39:00,12:39:00,17078,13,0
63_4_5035_1_11:50,12:41:00,12:41:00,17204,14,0
63_4_5035_1_11:50,12:43:00,12:43:00,17203,15,0
63_4_5035_1_11:50,12:44:00,12:44:00,17202,16,0
63_4_5035_1_11:50,12:45:00,12:45:00,16838,17,1
63_4_5039_0_17:15,17:15:00,17:15:00,16816,1,1
63_4_5039_0_17:15,17:17:00,17:17:00,16965,2,0
63_4_5039_0_17:15,17:20:00,17:20:00,16973,3,0
63_4_5039_0_17:15,17:24:00,17:24:00,16972,4,0
63_4_5039_0_17:15,17:30:00,17:30:00,16971,5,0
63_4_5039_0_17:15,17:33:00,17:33:00,16970,6,0
63_4_5039_0_17:15,17:36:00,17:36:00,16969,7,0
63_4_5039_0_17:15,17:39:00,17:39:00,17319,8,0
63_4_5039_0_17:15,17:40:00,17:40:00,16844,9,0
63_4_5039_0_17:15,17:41:00,17:41:00,17330,10,0
63_4_5039_0_17:15,17:45:00,17:45:00,16923,11,0
